started_at,finished_at,job_id,status,exit_code,duration_sec,host,pid
2026-09-06T04:00:02+0900,2026-09-06T04:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10342
2026-09-06T04:00:06+0900,2026-09-06T04:00:09+0900,health-check,SUCCESS,0,3,ops01,10078
2026-09-06T04:05:01+0900,2026-09-06T04:05:10+0900,health-check,SUCCESS,0,9,ops01,10079
2026-09-06T04:10:02+0900,2026-09-06T04:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10343
2026-09-06T04:10:01+0900,2026-09-06T04:10:04+0900,logrotate-app,SUCCESS,0,3,ops01,10003
2026-09-06T04:10:07+0900,2026-09-06T04:10:15+0900,health-check,SUCCESS,0,8,ops01,10080
2026-09-06T04:15:01+0900,2026-09-06T04:15:05+0900,user-sync,SUCCESS,0,4,ops01,10010
2026-09-06T04:15:06+0900,2026-09-06T04:15:16+0900,health-check,SUCCESS,0,10,ops01,10081
2026-09-06T04:20:02+0900,2026-09-06T04:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10344
2026-09-06T04:20:03+0900,2026-09-06T04:20:10+0900,health-check,SUCCESS,0,7,ops01,10082
2026-09-06T04:25:05+0900,2026-09-06T04:25:08+0900,health-check,SUCCESS,0,3,ops01,10083
2026-09-06T04:30:02+0900,2026-09-06T04:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10345
2026-09-06T04:30:03+0900,2026-09-06T04:30:09+0900,health-check,SUCCESS,0,6,ops01,10084
2026-09-06T04:35:08+0900,2026-09-06T04:35:19+0900,health-check,SUCCESS,0,11,ops01,10085
2026-09-06T04:40:02+0900,2026-09-06T04:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10346
2026-09-06T04:40:06+0900,2026-09-06T04:40:18+0900,health-check,SUCCESS,0,12,ops01,10086
2026-09-06T04:45:05+0900,2026-09-06T04:45:10+0900,health-check,SUCCESS,0,5,ops01,10087
2026-09-06T04:50:02+0900,2026-09-06T04:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10347
2026-09-06T04:50:02+0900,2026-09-06T04:50:14+0900,health-check,SUCCESS,0,12,ops01,10088
2026-09-06T04:55:02+0900,2026-09-06T04:55:13+0900,health-check,SUCCESS,0,11,ops01,10089
2026-09-06T05:00:02+0900,2026-09-06T05:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10348
2026-09-06T05:00:01+0900,2026-09-06T05:00:12+0900,tmp-cleanup,SUCCESS,0,11,ops01,10004
2026-09-06T05:00:04+0900,2026-09-06T05:00:15+0900,health-check,SUCCESS,0,11,ops01,10090
2026-09-06T05:05:07+0900,2026-09-06T05:05:16+0900,health-check,SUCCESS,0,9,ops01,10091
2026-09-06T05:10:02+0900,2026-09-06T05:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10349
2026-09-06T05:10:05+0900,2026-09-06T05:10:13+0900,health-check,SUCCESS,0,8,ops01,10092
2026-09-06T05:15:01+0900,2026-09-06T05:15:05+0900,user-sync,SUCCESS,0,4,ops01,10011
2026-09-06T05:15:02+0900,2026-09-06T05:15:07+0900,health-check,SUCCESS,0,5,ops01,10093
2026-09-06T05:20:02+0900,2026-09-06T05:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10350
2026-09-06T05:20:02+0900,2026-09-06T05:20:11+0900,health-check,SUCCESS,0,9,ops01,10094
2026-09-06T05:25:07+0900,2026-09-06T05:25:10+0900,health-check,SUCCESS,0,3,ops01,10095
2026-09-06T05:30:02+0900,2026-09-06T05:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10351
2026-09-06T05:30:07+0900,2026-09-06T05:30:18+0900,health-check,SUCCESS,0,11,ops01,10096
2026-09-06T05:35:08+0900,2026-09-06T05:35:20+0900,health-check,SUCCESS,0,12,ops01,10097
2026-09-06T05:40:02+0900,2026-09-06T05:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10352
2026-09-06T05:40:08+0900,2026-09-06T05:40:13+0900,health-check,SUCCESS,0,5,ops01,10098
2026-09-06T05:45:02+0900,2026-09-06T05:45:06+0900,health-check,SUCCESS,0,4,ops01,10099
2026-09-06T05:50:02+0900,2026-09-06T05:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10353
2026-09-06T05:50:06+0900,2026-09-06T05:50:14+0900,health-check,SUCCESS,0,8,ops01,10100
2026-09-06T05:55:02+0900,2026-09-06T05:55:10+0900,health-check,SUCCESS,0,8,ops01,10101
2026-09-06T06:00:02+0900,2026-09-06T06:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10354
2026-09-06T06:00:05+0900,2026-09-06T06:00:16+0900,health-check,SUCCESS,0,11,ops01,10102
2026-09-06T06:05:04+0900,2026-09-06T06:05:14+0900,health-check,SUCCESS,0,10,ops01,10103
2026-09-06T06:10:02+0900,2026-09-06T06:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10355
2026-09-06T06:10:02+0900,2026-09-06T06:10:07+0900,health-check,SUCCESS,0,5,ops01,10104
2026-09-06T06:15:01+0900,2026-09-06T06:15:04+0900,user-sync,SUCCESS,0,3,ops01,10012
2026-09-06T06:15:07+0900,2026-09-06T06:15:12+0900,health-check,SUCCESS,0,5,ops01,10105
2026-09-06T06:20:02+0900,2026-09-06T06:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10356
2026-09-06T06:20:06+0900,2026-09-06T06:20:12+0900,health-check,SUCCESS,0,6,ops01,10106
2026-09-06T06:25:03+0900,2026-09-06T06:25:10+0900,health-check,SUCCESS,0,7,ops01,10107
2026-09-06T06:30:02+0900,2026-09-06T06:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10357
2026-09-06T06:30:06+0900,2026-09-06T06:30:18+0900,health-check,SUCCESS,0,12,ops01,10108
2026-09-06T06:35:03+0900,2026-09-06T06:35:06+0900,health-check,SUCCESS,0,3,ops01,10109
2026-09-06T06:40:02+0900,2026-09-06T06:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10358
2026-09-06T06:40:01+0900,2026-09-06T06:40:11+0900,health-check,SUCCESS,0,10,ops01,10110
2026-09-06T06:45:07+0900,2026-09-06T06:45:19+0900,health-check,SUCCESS,0,12,ops01,10111
2026-09-06T06:50:02+0900,2026-09-06T06:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10359
2026-09-06T06:50:08+0900,2026-09-06T06:50:18+0900,health-check,SUCCESS,0,10,ops01,10112
2026-09-06T06:55:06+0900,2026-09-06T06:55:12+0900,health-check,SUCCESS,0,6,ops01,10113
2026-09-06T07:00:02+0900,2026-09-06T07:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10360
2026-09-06T07:00:06+0900,2026-09-06T07:00:14+0900,health-check,SUCCESS,0,8,ops01,10114
2026-09-06T07:05:01+0900,2026-09-06T07:05:13+0900,health-check,SUCCESS,0,12,ops01,10115
2026-09-06T07:10:01+0900,2026-09-06T07:10:03+0900,daily-report,SUCCESS,0,2,ops01,10005
2026-09-06T07:10:02+0900,2026-09-06T07:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10361
2026-09-06T07:10:04+0900,2026-09-06T07:10:13+0900,health-check,SUCCESS,0,9,ops01,10116
2026-09-06T07:15:01+0900,2026-09-06T07:15:04+0900,user-sync,SUCCESS,0,3,ops01,10013
2026-09-06T07:15:04+0900,2026-09-06T07:15:14+0900,health-check,SUCCESS,0,10,ops01,10117
2026-09-06T07:20:02+0900,2026-09-06T07:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10362
2026-09-06T07:20:07+0900,2026-09-06T07:20:13+0900,health-check,SUCCESS,0,6,ops01,10118
2026-09-06T07:25:02+0900,2026-09-06T07:25:07+0900,health-check,SUCCESS,0,5,ops01,10119
2026-09-06T07:30:02+0900,2026-09-06T07:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10363
2026-09-06T07:30:01+0900,2026-09-06T07:30:04+0900,health-check,SUCCESS,0,3,ops01,10120
2026-09-06T07:35:02+0900,2026-09-06T07:35:09+0900,health-check,SUCCESS,0,7,ops01,10121
2026-09-06T07:40:02+0900,2026-09-06T07:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10364
2026-09-06T07:40:03+0900,2026-09-06T07:40:07+0900,health-check,SUCCESS,0,4,ops01,10122
2026-09-06T07:45:05+0900,2026-09-06T07:45:14+0900,health-check,SUCCESS,0,9,ops01,10123
2026-09-06T07:50:02+0900,2026-09-06T07:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10365
2026-09-06T07:50:01+0900,2026-09-06T07:50:09+0900,health-check,SUCCESS,0,8,ops01,10124
2026-09-06T07:55:04+0900,2026-09-06T07:55:15+0900,health-check,SUCCESS,0,11,ops01,10125
2026-09-06T08:00:02+0900,2026-09-06T08:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10366
2026-09-06T08:00:05+0900,2026-09-06T08:00:09+0900,health-check,SUCCESS,0,4,ops01,10126
2026-09-06T08:05:04+0900,2026-09-06T08:05:10+0900,health-check,SUCCESS,0,6,ops01,10127
2026-09-06T08:10:02+0900,2026-09-06T08:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10367
2026-09-06T08:10:04+0900,2026-09-06T08:10:12+0900,health-check,SUCCESS,0,8,ops01,10128
2026-09-06T08:15:01+0900,2026-09-06T08:15:05+0900,user-sync,SUCCESS,0,4,ops01,10014
2026-09-06T08:15:06+0900,2026-09-06T08:15:16+0900,health-check,SUCCESS,0,10,ops01,10129
2026-09-06T08:20:02+0900,2026-09-06T08:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10368
2026-09-06T08:20:07+0900,2026-09-06T08:20:19+0900,health-check,SUCCESS,0,12,ops01,10130
2026-09-06T08:25:06+0900,2026-09-06T08:25:10+0900,health-check,SUCCESS,0,4,ops01,10131
2026-09-06T08:30:02+0900,2026-09-06T08:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10369
2026-09-06T08:30:07+0900,2026-09-06T08:30:19+0900,health-check,SUCCESS,0,12,ops01,10132
2026-09-06T08:35:02+0900,2026-09-06T08:35:07+0900,health-check,SUCCESS,0,5,ops01,10133
2026-09-06T08:40:02+0900,2026-09-06T08:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10370
2026-09-06T08:40:04+0900,2026-09-06T08:40:07+0900,health-check,SUCCESS,0,3,ops01,10134
2026-09-06T08:45:06+0900,2026-09-06T08:45:14+0900,health-check,SUCCESS,0,8,ops01,10135
2026-09-06T08:50:02+0900,2026-09-06T08:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10371
2026-09-06T08:50:01+0900,2026-09-06T08:50:13+0900,health-check,SUCCESS,0,12,ops01,10136
2026-09-06T08:55:05+0900,2026-09-06T08:55:10+0900,health-check,SUCCESS,0,5,ops01,10137
2026-09-06T09:00:02+0900,2026-09-06T09:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10372
2026-09-06T09:00:04+0900,2026-09-06T09:00:08+0900,health-check,SUCCESS,0,4,ops01,10138
2026-09-06T09:05:03+0900,2026-09-06T09:05:08+0900,health-check,SUCCESS,0,5,ops01,10139
2026-09-06T09:10:02+0900,2026-09-06T09:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10373
2026-09-06T09:10:06+0900,2026-09-06T09:10:17+0900,health-check,SUCCESS,0,11,ops01,10140
2026-09-06T09:15:01+0900,2026-09-06T09:15:04+0900,user-sync,SUCCESS,0,3,ops01,10015
2026-09-06T09:15:05+0900,2026-09-06T09:15:09+0900,health-check,SUCCESS,0,4,ops01,10141
2026-09-06T09:20:02+0900,2026-09-06T09:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10374
2026-09-06T09:20:07+0900,2026-09-06T09:20:13+0900,health-check,SUCCESS,0,6,ops01,10142
2026-09-06T09:25:03+0900,2026-09-06T09:25:12+0900,health-check,SUCCESS,0,9,ops01,10143
2026-09-06T09:30:02+0900,2026-09-06T09:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10375
2026-09-06T09:30:02+0900,2026-09-06T09:30:06+0900,health-check,SUCCESS,0,4,ops01,10144
2026-09-06T09:35:06+0900,2026-09-06T09:35:11+0900,health-check,SUCCESS,0,5,ops01,10145
2026-09-06T09:40:02+0900,2026-09-06T09:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10376
2026-09-06T09:40:03+0900,2026-09-06T09:40:07+0900,health-check,SUCCESS,0,4,ops01,10146
2026-09-06T09:45:08+0900,2026-09-06T09:45:19+0900,health-check,SUCCESS,0,11,ops01,10147
2026-09-06T09:50:02+0900,2026-09-06T09:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10377
2026-09-06T09:50:08+0900,2026-09-06T09:50:13+0900,health-check,SUCCESS,0,5,ops01,10148
2026-09-06T09:55:05+0900,2026-09-06T09:55:17+0900,health-check,SUCCESS,0,12,ops01,10149
2026-09-06T10:00:02+0900,2026-09-06T10:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10378
2026-09-06T10:00:05+0900,2026-09-06T10:00:09+0900,health-check,SUCCESS,0,4,ops01,10150
2026-09-06T10:05:07+0900,2026-09-06T10:05:13+0900,health-check,SUCCESS,0,6,ops01,10151
2026-09-06T10:10:02+0900,2026-09-06T10:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10379
2026-09-06T10:10:04+0900,2026-09-06T10:10:09+0900,health-check,SUCCESS,0,5,ops01,10152
2026-09-06T10:15:01+0900,2026-09-06T10:15:04+0900,user-sync,SUCCESS,0,3,ops01,10016
2026-09-06T10:15:03+0900,2026-09-06T10:15:13+0900,health-check,SUCCESS,0,10,ops01,10153
2026-09-06T10:20:02+0900,2026-09-06T10:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10380
2026-09-06T10:20:06+0900,2026-09-06T10:20:10+0900,health-check,SUCCESS,0,4,ops01,10154
2026-09-06T10:25:06+0900,2026-09-06T10:25:16+0900,health-check,SUCCESS,0,10,ops01,10155
2026-09-06T10:30:02+0900,2026-09-06T10:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10381
2026-09-06T10:30:06+0900,2026-09-06T10:30:16+0900,health-check,SUCCESS,0,10,ops01,10156
2026-09-06T10:35:06+0900,2026-09-06T10:35:10+0900,health-check,SUCCESS,0,4,ops01,10157
2026-09-06T10:40:02+0900,2026-09-06T10:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10382
2026-09-06T10:40:03+0900,2026-09-06T10:40:08+0900,health-check,SUCCESS,0,5,ops01,10158
2026-09-06T10:45:02+0900,2026-09-06T10:45:06+0900,health-check,SUCCESS,0,4,ops01,10159
2026-09-06T10:50:02+0900,2026-09-06T10:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10383
2026-09-06T10:50:06+0900,2026-09-06T10:50:18+0900,health-check,SUCCESS,0,12,ops01,10160
2026-09-06T10:55:07+0900,2026-09-06T10:55:11+0900,health-check,SUCCESS,0,4,ops01,10161
2026-09-06T11:00:02+0900,2026-09-06T11:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10384
2026-09-06T11:00:04+0900,2026-09-06T11:00:09+0900,health-check,SUCCESS,0,5,ops01,10162
2026-09-06T11:05:01+0900,2026-09-06T11:05:07+0900,health-check,SUCCESS,0,6,ops01,10163
2026-09-06T11:10:02+0900,2026-09-06T11:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10385
2026-09-06T11:10:05+0900,2026-09-06T11:10:10+0900,health-check,SUCCESS,0,5,ops01,10164
2026-09-06T11:15:01+0900,2026-09-06T11:15:05+0900,user-sync,SUCCESS,0,4,ops01,10017
2026-09-06T11:15:05+0900,2026-09-06T11:15:17+0900,health-check,SUCCESS,0,12,ops01,10165
2026-09-06T11:20:02+0900,2026-09-06T11:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10386
2026-09-06T11:20:05+0900,2026-09-06T11:20:14+0900,health-check,SUCCESS,0,9,ops01,10166
2026-09-06T11:25:01+0900,2026-09-06T11:25:06+0900,health-check,SUCCESS,0,5,ops01,10167
2026-09-06T11:30:02+0900,2026-09-06T11:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10387
2026-09-06T11:30:01+0900,2026-09-06T11:30:11+0900,health-check,SUCCESS,0,10,ops01,10168
2026-09-06T11:35:01+0900,2026-09-06T11:35:09+0900,health-check,SUCCESS,0,8,ops01,10169
2026-09-06T11:40:02+0900,2026-09-06T11:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10388
2026-09-06T11:40:05+0900,2026-09-06T11:40:12+0900,health-check,SUCCESS,0,7,ops01,10170
2026-09-06T11:45:02+0900,2026-09-06T11:45:08+0900,health-check,SUCCESS,0,6,ops01,10171
2026-09-06T11:50:02+0900,2026-09-06T11:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10389
2026-09-06T11:50:03+0900,2026-09-06T11:50:15+0900,health-check,SUCCESS,0,12,ops01,10172
2026-09-06T11:55:05+0900,2026-09-06T11:55:16+0900,health-check,SUCCESS,0,11,ops01,10173
2026-09-06T12:00:02+0900,2026-09-06T12:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10390
2026-09-06T12:00:01+0900,2026-09-06T12:00:06+0900,health-check,SUCCESS,0,5,ops01,10174
2026-09-06T12:05:06+0900,2026-09-06T12:05:16+0900,health-check,SUCCESS,0,10,ops01,10175
2026-09-06T12:10:02+0900,2026-09-06T12:10:03+0900,deadman-check,SUCCESS,0,1,ops01,10391
2026-09-06T12:10:05+0900,2026-09-06T12:10:12+0900,health-check,SUCCESS,0,7,ops01,10176
2026-09-06T12:15:01+0900,2026-09-06T12:15:03+0900,user-sync,SUCCESS,0,2,ops01,10018
2026-09-06T12:15:07+0900,2026-09-06T12:15:16+0900,health-check,SUCCESS,0,9,ops01,10177
2026-09-06T12:20:02+0900,2026-09-06T12:20:03+0900,deadman-check,SUCCESS,0,1,ops01,10392
2026-09-06T12:20:02+0900,2026-09-06T12:20:06+0900,health-check,SUCCESS,0,4,ops01,10178
2026-09-06T12:25:06+0900,2026-09-06T12:25:12+0900,health-check,SUCCESS,0,6,ops01,10179
2026-09-06T12:30:02+0900,2026-09-06T12:30:03+0900,deadman-check,SUCCESS,0,1,ops01,10393
2026-09-06T12:30:07+0900,2026-09-06T12:30:15+0900,health-check,SUCCESS,0,8,ops01,10180
2026-09-06T12:35:05+0900,2026-09-06T12:35:09+0900,health-check,SUCCESS,0,4,ops01,10181
2026-09-06T12:40:02+0900,2026-09-06T12:40:03+0900,deadman-check,SUCCESS,0,1,ops01,10394
2026-09-06T12:40:04+0900,2026-09-06T12:40:10+0900,health-check,SUCCESS,0,6,ops01,10182
2026-09-06T12:45:05+0900,2026-09-06T12:45:16+0900,health-check,SUCCESS,0,11,ops01,10183
2026-09-06T12:50:02+0900,2026-09-06T12:50:03+0900,deadman-check,SUCCESS,0,1,ops01,10395
2026-09-06T12:50:06+0900,2026-09-06T12:50:16+0900,health-check,SUCCESS,0,10,ops01,10184
2026-09-06T12:55:08+0900,2026-09-06T12:55:16+0900,health-check,SUCCESS,0,8,ops01,10185
2026-09-06T13:00:02+0900,2026-09-06T13:00:03+0900,deadman-check,SUCCESS,0,1,ops01,10396
2026-09-06T13:00:06+0900,2026-09-06T13:00:18+0900,health-check,SUCCESS,0,12,ops01,10186
